principal,tenure_months,interest_rate,emi_amount,annual_income,employment_years,age_years,credit_score,num_credit_lines,num_delinquencies,debt_to_income,credit_history_months,credit_utilisation,is_ntc,loan_to_income,emi_to_income_monthly,prior_loan_count,prior_default_count,prior_principal_sum,employment_status,purpose,default_flag
3790000.0,12.0,0.194,349997.0,1550000.0,7.0,25.0,725.0,19.0,1.0,0.2,185.0,0.33,0.0,2.445161290322581,2.709654193548387,0.0,0.0,0.0,self_employed,business,0
300000.0,24.0,0.1013,13861.0,2170000.0,2.0,42.0,335.0,11.0,7.0,0.71,216.0,0.4099997959183673,0.0,0.1382488479262673,0.07665069124423962,0.0,0.0,0.0,self_employed,home,0
3140000.0,36.0,0.1283,105542.0,2290000.0,24.0,39.0,800.0,18.0,1.0,0.09,159.0,0.47,0.0,1.3711790393013101,0.5530585152838428,0.0,0.0,0.0,self_employed,home,0
3920000.0,24.0,0.1298,186327.0,2290000.0,24.0,39.0,800.0,18.0,1.0,0.09,163.0,0.47,0.0,1.7117903930131004,0.9763860262008733,1.0,0.0,3140000.0,self_employed,personal,0
3160000.0,24.0,0.1112,147457.0,2290000.0,24.0,39.0,800.0,18.0,1.0,0.09,166.0,0.47,0.0,1.3799126637554586,0.7727004366812227,2.0,0.0,7060000.0,self_employed,auto,0
480000.0,12.0,0.1294,42859.0,1670000.0,23.0,23.0,,,,,,,1.0,0.2874251497005988,0.3079688622754491,0.0,0.0,0.0,self_employed,home,0
2640000.0,12.0,0.1778,241759.0,1670000.0,23.0,23.0,,,,,,,1.0,1.5808383233532934,1.7371904191616767,1.0,0.0,480000.0,self_employed,education,0
1530000.0,12.0,0.1127,135417.0,1670000.0,23.0,24.0,,,,,,,1.0,0.9161676646706587,0.9730562874251497,2.0,0.0,3120000.0,self_employed,personal,0
1660000.0,24.0,0.1781,82722.0,1670000.0,23.0,24.0,,,,,,,1.0,0.9940119760479041,0.5944095808383234,3.0,0.0,4650000.0,self_employed,education,0
630000.0,36.0,0.2143,23875.0,1670000.0,23.0,25.0,,,,,,,1.0,0.3772455089820359,0.17155688622754492,4.0,0.0,6310000.0,self_employed,education,0
3620000.0,36.0,0.1869,132128.0,1670000.0,23.0,25.0,,,,,,,1.0,2.1676646706586826,0.949422754491018,5.0,0.0,6940000.0,self_employed,education,0
3000000.0,12.0,0.1413,269545.0,1428000.0,26.0,41.0,,,,,,,1.0,2.100840336134454,2.2650840336134452,0.0,0.0,0.0,self_employed,business,0
320000.0,12.0,0.1803,29342.0,1730000.0,6.0,51.0,,,,,,,1.0,0.18497109826589594,0.20352832369942198,0.0,0.0,0.0,salaried,personal,0
4309941.0,36.0,0.1341,146072.0,1730000.0,6.0,53.0,,,,,,,1.0,2.4912953757225433,1.0132161849710983,1.0,0.0,320000.0,salaried,education,0
2670000.0,12.0,0.2018,247564.0,1730000.0,6.0,53.0,,,,,,,1.0,1.5433526011560694,1.717206936416185,2.0,0.0,4629941.0,salaried,personal,1
2899937.0,12.0,0.2286,272620.0,340000.0,29.0,24.0,,,,,,,1.0,8.529226470588235,9.621882352941176,0.0,0.0,0.0,self_employed,education,0
3110000.0,24.0,0.164,152870.0,340000.0,29.0,25.0,,,,,,,1.0,9.147058823529411,5.395411764705883,1.0,0.0,2899937.0,self_employed,auto,0
1130000.0,36.0,0.2154,42887.0,2340000.0,24.0,44.0,475.0,5.0,6.0,0.5,205.0,0.14,0.0,0.4829059829059829,0.21993333333333334,0.0,0.0,0.0,salaried,auto,0
4720000.0,24.0,0.229,246968.0,2340000.0,24.0,44.0,475.0,5.0,6.0,0.5,210.0,0.14,0.0,2.017094017094017,1.266502564102564,1.0,0.0,1130000.0,salaried,education,0
1980000.0,36.0,0.1719,70780.0,1300000.0,20.0,29.0,715.0,4.0,2.0,0.2,195.0,0.06,0.0,1.523076923076923,0.6533538461538462,0.0,0.0,0.0,salaried,home,0
1280000.0,36.0,0.1896,46894.0,1390000.0,9.0,40.0,375.0,14.0,8.0,0.66,22.0,0.66,0.0,0.920863309352518,0.4048402877697842,0.0,0.0,0.0,salaried,business,0
690000.0,36.0,0.1004,22277.0,390000.0,3.0,36.0,465.0,12.0,4.0,0.49,23.0,0.23,0.0,1.7692307692307692,0.6854461538461538,0.0,0.0,0.0,salaried,business,0
4010000.0,12.0,0.2385,378893.0,390000.0,3.0,37.0,465.0,12.0,4.0,0.49,31.0,0.23,0.0,10.282051282051283,11.658246153846154,1.0,0.0,690000.0,salaried,auto,0
400000.0,12.0,0.1755,36586.0,2120000.0,26.0,50.0,340.0,3.0,6.0,0.69,75.0,0.68,0.0,0.18867924528301888,0.20709056603773587,0.0,0.0,0.0,salaried,business,0
3580000.0,36.0,0.1104,117272.0,2120000.0,26.0,51.0,340.0,3.0,6.0,0.69,86.0,0.68,0.0,1.6886792452830188,0.6638037735849057,1.0,0.0,400000.0,salaried,home,0
500000.0,24.0,0.1738,24813.0,2120000.0,26.0,51.0,340.0,3.0,6.0,0.69,95.0,0.68,0.0,0.2358490566037736,0.14045094339622644,2.0,0.0,3980000.0,salaried,home,0
3870000.0,12.0,0.1141,342778.0,1730000.0,29.0,48.0,,,,,,,1.0,2.2369942196531793,2.377650867052023,0.0,0.0,0.0,self_employed,personal,0
1110000.0,12.0,0.2046,103069.0,1730000.0,29.0,50.0,,,,,,,1.0,0.6416184971098265,0.7149294797687862,1.0,0.0,3870000.0,self_employed,education,0
1600000.0,24.0,0.1819,80026.0,2880000.0,13.0,45.0,615.0,16.0,2.0,0.35,105.0,0.69,0.0,0.5555555555555556,0.3334416666666667,0.0,0.0,0.0,self_employed,home,0
4880000.0,24.0,0.2089,250498.0,2414000.0,2.0,33.0,400.0,10.0,7.0,0.61,216.0,0.49,0.0,2.0215410107705054,1.2452261806130904,0.0,0.0,0.0,salaried,home,0
1860000.0,36.0,0.1263,62340.0,2414000.0,2.0,33.0,400.0,10.0,7.0,0.61,216.0,0.49,0.0,0.7705053852526926,0.3098922949461475,1.0,0.0,4880000.0,salaried,home,0
2089940.0,24.0,0.1907,105422.0,2414000.0,2.0,34.0,400.0,10.0,7.0,0.61,221.0,0.49,0.0,0.8657580778790389,0.524053024026512,2.0,0.0,6740000.0,salaried,education,0
3240000.0,12.0,0.1807,297151.0,2414000.0,2.0,34.0,400.0,10.0,7.0,0.61,223.0,0.49,0.0,1.3421706710853356,1.4771383595691798,3.0,0.0,8829940.0,salaried,home,0
920000.0,36.0,0.1542,32082.0,2125000.0,3.0,33.0,665.0,13.0,1.0,0.23,221.0,0.12,0.0,0.4329411764705882,0.1811689411764706,0.0,0.0,0.0,self_employed,auto,0
2970000.0,24.0,0.19,149714.0,610000.0,8.0,25.0,,,,,,,1.0,4.868852459016393,2.9451934426229505,0.0,0.0,0.0,salaried,business,0
2300000.0,12.0,0.2266,215998.0,610000.0,8.0,26.0,,,,,,,1.0,3.7704918032786887,4.249140983606557,1.0,0.0,2970000.0,salaried,auto,0
10126000000.0,36.0,0.2077,380302990.0,620000.0,29.0,25.0,610.0,15.0,4.0,0.35,232.0,0.69,0.0,16332.258064516129,7360.703032258065,0.0,0.0,0.0,salaried,education,0
1230000.0,12.0,0.2263,115494.0,620000.0,29.0,26.0,610.0,15.0,4.0,0.35,234.0,0.69,0.0,1.9838709677419355,2.235367741935484,1.0,0.0,10126000000.0,salaried,education,0
1170000.0,24.0,0.1035,54179.0,620000.0,29.0,26.0,610.0,15.0,4.0,0.35,238.0,0.69,0.0,1.8870967741935485,1.048625806451613,2.0,0.0,10127230000.0,salaried,auto,0
4950000.0,12.0,0.1946,457262.0,420000.0,1.0,38.0,565.0,10.0,5.0,0.38,17.0,0.83,0.0,11.785714285714286,13.064628571428571,0.0,0.0,0.0,salaried,personal,1
2980000.0,24.0,0.1069,138463.0,420000.0,1.0,38.0,565.0,10.0,5.0,0.38,18.0,0.83,0.0,7.095238095238095,3.9560857142857144,1.0,1.0,4950000.0,salaried,auto,0
499992.0,36.0,0.1907,18345.0,420000.0,1.0,38.0,565.0,10.0,5.0,0.38,22.0,0.83,0.0,1.1904571428571429,0.5241428571428571,2.0,1.0,7930000.0,salaried,personal,0
2980000.0,36.0,0.1478,102982.0,420000.0,1.0,39.0,565.0,10.0,5.0,0.38,33.0,0.83,0.0,7.095238095238095,2.942342857142857,3.0,1.0,8429992.0,salaried,business,0
3360000.0,36.0,0.1583,117846.0,930000.0,22.0,30.0,635.0,19.0,4.0,0.31,85.0,0.23,0.0,3.6129032258064515,1.5205935483870967,0.0,0.0,0.0,salaried,auto,0
600000.0,36.0,0.1615,21139.0,930000.0,22.0,30.0,635.0,19.0,4.0,0.31,89.0,0.23,0.0,0.6451612903225806,0.2727612903225806,1.0,0.0,3360000.0,salaried,business,0
1500000.0,36.0,0.2199,57278.0,930000.0,22.0,31.0,635.0,19.0,4.0,0.31,94.0,0.23,0.0,1.6129032258064515,0.7390709677419355,2.0,0.0,3960000.0,salaried,education,0
4150000.0,12.0,0.113,367365.0,470000.0,5.0,50.0,825.0,13.0,0.0,0.1,117.0,0.33,0.0,8.829787234042554,9.379531914893617,0.0,0.0,0.0,salaried,business,0
2609935.0,12.0,0.1853,239938.0,2300000.0,16.0,24.0,,,,,,,1.0,1.1347543478260869,1.2518504347826087,0.0,0.0,0.0,salaried,personal,0
4230000.0,24.0,0.1202,199160.0,2780000.0,20.0,43.0,360.0,15.0,6.0,0.71,115.0,0.98,0.0,1.5215827338129497,0.8596834532374101,0.0,0.0,0.0,salaried,business,0
3620000.0,36.0,0.1463,124834.0,2780000.0,20.0,44.0,360.0,15.0,6.0,0.71,127.0,0.98,0.0,1.3021582733812949,0.5388517985611511,1.0,0.0,4230000.0,salaried,auto,0
2790000.0,24.0,0.2364,147010.0,1390000.0,27.0,49.0,,,,,,,1.0,2.0071942446043165,1.2691510791366907,0.0,0.0,0.0,salaried,auto,0
430000.0,12.0,0.238,40619.0,1390000.0,27.0,50.0,,,,,,,1.0,0.30935251798561153,0.3506676258992806,1.0,0.0,2790000.0,salaried,auto,1
180000.0,24.0,0.1923,9094.0,1390000.0,27.0,50.0,,,,,,,1.0,0.12949640287769784,0.07850935251798562,2.0,1.0,3220000.0,salaried,personal,0
1550000.0,24.0,0.1319,73828.0,1270000.0,7.0,54.0,,,,,,,1.0,1.220472440944882,0.6975874015748031,0.0,0.0,0.0,salaried,business,0
3740000.0,12.0,0.1093,330425.0,1270000.0,7.0,54.0,,,,,,,1.0,2.9448818897637796,3.122125984251969,1.0,0.0,1550000.0,salaried,home,0
930000.0,24.0,0.1531,45230.0,1430000.0,25.0,48.0,365.0,9.0,7.0,0.67,161.0,0.24,0.0,0.6503496503496503,0.37955244755244755,0.0,0.0,0.0,self_employed,business,0
3030000.0,24.0,0.1813,151460.0,2295000.0,0.0,52.0,515.0,9.0,4.0,0.45,190.0,0.95,0.0,1.3202614379084967,0.7919477124183006,0.0,0.0,0.0,self_employed,education,0
4550000.0,24.0,0.1613,223065.0,1430000.0,30.0,32.0,,,,,,,1.0,3.1818181818181817,1.8718741258741258,0.0,0.0,0.0,salaried,auto,0
4159960.0,36.0,0.2025,155129.0,1430000.0,30.0,33.0,,,,,,,1.0,2.909062937062937,1.3017818181818182,1.0,0.0,4550000.0,salaried,home,0
1110000.0,24.0,0.1739,55089.0,1640000.0,13.0,29.0,640.0,14.0,4.0,0.3,154.0,0.65,0.0,0.676829268292683,0.403090243902439,0.0,0.0,0.0,self_employed,personal,0
1580000.0,24.0,0.1683,77990.0,1640000.0,13.0,29.0,640.0,14.0,4.0,0.3,155.0,0.65,0.0,0.9634146341463414,0.5706585365853659,1.0,0.0,1110000.0,self_employed,business,0
2830000.0,36.0,0.1734,101377.0,1640000.0,13.0,29.0,640.0,14.0,4.0,0.3,157.0,0.65,0.0,1.725609756097561,0.7417829268292684,2.0,0.0,2690000.0,self_employed,personal,0
4800000.0,24.0,0.1082,223317.0,1640000.0,13.0,30.0,640.0,14.0,4.0,0.3,172.0,0.65,0.0,2.926829268292683,1.634026829268293,3.0,0.0,5520000.0,self_employed,business,0
300000.0,24.0,0.2395,15854.0,1040000.0,4.0,24.0,685.0,15.0,4.0,0.26,42.0,0.22,0.0,0.28846153846153844,0.18293076923076923,0.0,0.0,0.0,salaried,personal,0
1750000.0,36.0,0.2175,66607.0,1040000.0,4.0,25.0,685.0,15.0,4.0,0.26,47.0,0.22,0.0,1.6826923076923077,0.7685423076923077,1.0,0.0,300000.0,salaried,business,0
2740000.0,24.0,0.2336,143993.0,380000.0,16.0,29.0,510.0,13.0,4.0,0.48,176.0,0.24,0.0,7.2105263157894735,4.547147368421053,0.0,0.0,0.0,salaried,home,1
830000.0,24.0,0.2348,43668.0,380000.0,16.0,29.0,510.0,13.0,4.0,0.48,177.0,0.24,0.0,2.1842105263157894,1.3789894736842105,1.0,1.0,2740000.0,salaried,home,0
2520000.0,12.0,0.2117,234852.0,380000.0,16.0,30.0,510.0,13.0,4.0,0.48,181.0,0.24,0.0,6.631578947368421,7.416378947368421,2.0,1.0,3570000.0,salaried,personal,1
1170000.0,24.0,0.2035,59748.0,380000.0,16.0,30.0,510.0,13.0,4.0,0.48,187.0,0.24,0.0,3.0789473684210527,1.8867789473684209,3.0,2.0,6090000.0,salaried,business,0
750000.0,24.0,0.1689,37042.0,918000.0,20.0,48.0,465.0,8.0,7.0,0.55,54.0,0.06,0.0,0.8169934640522876,0.4842091503267974,0.0,0.0,0.0,salaried,education,0
3000000.0,36.0,0.1261,100519.0,918000.0,20.0,49.0,465.0,8.0,7.0,0.55,65.0,0.06,0.0,3.2679738562091503,1.3139738562091503,1.0,0.0,750000.0,salaried,education,1
970000.0,24.0,0.1424,46683.0,1080000.0,21.0,49.0,465.0,8.0,7.0,0.55,74.0,0.06,0.0,0.8981481481481481,0.5187,2.0,1.0,3750000.0,salaried,education,0
4059945.0,24.0,0.1623,199234.0,2020000.0,28.0,44.0,510.0,12.0,6.0,0.49,94.0,0.72,0.0,2.0098737623762375,1.183568316831683,0.0,0.0,0.0,salaried,business,0
600000.0,24.0,0.2393,31702.0,2750000.0,25.0,51.0,,,,,,,1.0,0.21818181818181817,0.13833600000000001,0.0,0.0,0.0,salaried,auto,0
1060000.0,12.0,0.1096,93665.0,2750000.0,25.0,51.0,,,,,,,1.0,0.38545454545454544,0.40872,1.0,0.0,600000.0,salaried,personal,0
3710000.0,36.0,0.1405,126889.0,2810000.0,25.0,50.0,700.0,11.0,1.0,0.23,34.0,0.68,0.0,1.3202846975088969,0.5418747330960855,0.0,0.0,0.0,self_employed,auto,0
610000.0,36.0,0.1307,20574.0,2810000.0,25.0,51.0,700.0,11.0,1.0,0.23,39.0,0.68,0.0,0.21708185053380782,0.08786049822064057,1.0,0.0,3710000.0,self_employed,personal,0
1530000.0,36.0,0.1853,55721.0,1581000.0,16.0,33.0,,,,,,,1.0,0.967741935483871,0.4229297912713472,0.0,0.0,0.0,salaried,business,0
2400000.0,12.0,0.181,220146.0,1581000.0,16.0,34.0,,,,,,,1.0,1.5180265654648957,1.6709373814041746,1.0,0.0,1530000.0,salaried,home,0
4600000.0,12.0,0.1972,425503.0,2270000.0,24.0,42.0,325.0,7.0,9.0,0.71,190.0,0.08,0.0,2.026431718061674,2.2493550660792954,0.0,0.0,0.0,salaried,auto,0
1249980.0,36.0,0.1994,46416.0,2270000.0,24.0,42.0,325.0,7.0,9.0,0.71,191.0,0.08,0.0,0.5506519823788546,0.24537092511013217,1.0,0.0,4600000.0,salaried,personal,0
2630000.0,24.0,0.1049,121957.0,2270000.0,24.0,42.0,325.0,7.0,9.0,0.71,195.0,0.08,0.0,1.158590308370044,0.6447066079295154,2.0,0.0,5849980.0,salaried,auto,0
750000.0,36.0,0.1175,24821.0,2720000.0,7.0,43.0,490.0,15.0,6.0,0.48,114.0,0.5,0.0,0.2757352941176471,0.10950441176470589,0.0,0.0,0.0,self_employed,personal,0
3720000.0,36.0,0.1253,124501.0,1930000.0,11.0,37.0,,,,,,,1.0,1.927461139896373,0.7740994818652849,0.0,0.0,0.0,self_employed,education,0
950000.0,12.0,0.1806,87123.0,2490000.0,2.0,52.0,710.0,12.0,2.0,0.24,0.0,0.32,0.0,0.3815261044176707,0.4198698795180723,0.0,0.0,0.0,self_employed,personal,0
4950000.0,12.0,0.2132,461674.0,2490000.0,2.0,53.0,710.0,12.0,2.0,0.24,12.0,0.32,0.0,1.9879518072289157,2.224934939759036,1.0,0.0,950000.0,self_employed,auto,0
2520000.0,24.0,0.213,129863.0,760000.0,0.0,37.0,625.0,13.0,4.0,0.36,196.0,0.21,0.0,3.3157894736842106,2.0504684210526314,0.0,0.0,0.0,self_employed,business,0
11205000000.0,12.0,0.2202,1048832880.0,1240000.0,25.0,40.0,,,,,,,1.0,9036.290322580646,10149.995612903227,0.0,0.0,0.0,salaried,education,0
130000.0,12.0,0.2389,12286.0,1240000.0,25.0,40.0,,,,,,,1.0,0.10483870967741936,0.1188967741935484,1.0,0.0,11205000000.0,salaried,business,0
3490000.0,36.0,0.1466,120402.0,370000.0,5.0,34.0,415.0,20.0,7.0,0.59,139.0,0.36,0.0,9.432432432432432,3.90492972972973,0.0,0.0,0.0,salaried,personal,0
3880000.0,24.0,0.2318,203555.0,2360000.0,30.0,37.0,460.0,6.0,7.0,0.53,156.0,0.17,0.0,1.6440677966101696,1.0350254237288137,0.0,0.0,0.0,self_employed,business,0
2680000.0,24.0,0.1376,128371.0,2360000.0,30.0,37.0,460.0,6.0,7.0,0.53,158.0,0.17,0.0,1.1355932203389831,0.6527338983050848,1.0,0.0,3880000.0,self_employed,personal,0
680000.0,12.0,0.1263,60618.0,2312000.0,15.0,51.0,740.0,6.0,0.0,0.18,158.0,0.3,0.0,0.29411764705882354,0.3146262975778547,0.0,0.0,0.0,salaried,home,0
2979949.0,12.0,0.1135,263860.0,2312000.0,15.0,53.0,740.0,6.0,0.0,0.18,172.0,0.3,0.0,1.288905276816609,1.3695155709342561,1.0,0.0,680000.0,salaried,business,0
2360000.0,36.0,0.1569,82610.0,2720000.0,16.0,53.0,740.0,6.0,0.0,0.18,180.0,0.3,0.0,0.8676470588235294,0.3644558823529412,2.0,0.0,3659949.0,salaried,auto,0
2600000.0,36.0,0.1755,93410.0,1240000.0,19.0,40.0,765.0,13.0,0.0,0.16,101.0,0.53,0.0,2.096774193548387,0.9039677419354839,0.0,0.0,0.0,salaried,auto,0
4630000.0,12.0,0.2111,431361.0,1240000.0,19.0,41.0,765.0,13.0,0.0,0.16,111.0,0.53,0.0,3.7338709677419355,4.174461290322581,1.0,0.0,2600000.0,salaried,education,0
3500000.0,36.0,0.1862,127625.0,2730000.0,10.0,42.0,490.0,8.0,5.0,0.5,164.0,0.94,0.0,1.2820512820512822,0.560989010989011,0.0,0.0,0.0,self_employed,home,0
1150000.0,36.0,0.1356,39059.0,2730000.0,10.0,43.0,490.0,8.0,5.0,0.5,170.0,0.94,0.0,0.42124542124542125,0.1716879120879121,1.0,0.0,3500000.0,self_employed,business,0
310000.0,24.0,0.1285,14716.0,2730000.0,10.0,44.0,490.0,8.0,5.0,0.5,181.0,0.94,0.0,0.11355311355311355,0.06468571428571429,2.0,0.0,4650000.0,self_employed,home,0
1120000.0,12.0,0.1402,100572.0,2730000.0,10.0,44.0,490.0,8.0,5.0,0.5,183.0,0.94,0.0,0.41025641025641024,0.4420747252747253,3.0,0.0,4960000.0,self_employed,personal,0
4609986.0,24.0,0.2275,240868.0,2730000.0,10.0,44.0,490.0,8.0,5.0,0.5,183.0,0.94,0.0,1.6886395604395605,1.0587604395604395,4.0,0.0,6080000.0,self_employed,auto,0
170000.0,12.0,0.1352,15225.0,2730000.0,10.0,44.0,490.0,8.0,5.0,0.5,186.0,0.94,0.0,0.06227106227106227,0.06692307692307692,5.0,0.0,10689986.0,self_employed,education,0
2860000.0,36.0,0.2354,111516.0,1880000.0,28.0,50.0,360.0,12.0,6.0,0.66,65.0,0.08,0.0,1.5212765957446808,0.7118042553191489,0.0,0.0,0.0,salaried,auto,0
4630000.0,36.0,0.2335,180072.0,382500.0,5.0,49.0,310.0,8.0,8.0,0.73,165.0,0.54,0.0,12.104575163398692,5.649317647058823,0.0,0.0,0.0,self_employed,education,0
2690000.0,36.0,0.1718,96147.0,382500.0,5.0,49.0,310.0,8.0,8.0,0.73,167.0,0.54,0.0,7.032679738562091,3.016376470588235,1.0,0.0,4630000.0,self_employed,personal,0
1319949.0,12.0,0.1503,119155.0,450000.0,6.0,50.0,310.0,8.0,8.0,0.73,177.0,0.54,0.0,2.93322,3.1774666666666667,2.0,0.0,7320000.0,self_employed,auto,0
1550000.0,36.0,0.1408,53036.0,450000.0,6.0,50.0,310.0,8.0,8.0,0.73,178.0,0.54,0.0,3.4444444444444446,1.4142933333333334,3.0,0.0,8639949.0,self_employed,auto,0
930000.0,36.0,0.1371,31654.0,2100000.0,2.0,29.0,635.0,12.0,4.0,0.36,-10.0,0.1,0.0,0.44285714285714284,0.18088,0.0,0.0,0.0,salaried,personal,0
850000.0,24.0,0.2036,43411.0,2100000.0,2.0,30.0,635.0,12.0,4.0,0.36,-6.0,0.1,0.0,0.40476190476190477,0.24806285714285714,1.0,0.0,930000.0,salaried,personal,0
1150000.0,24.0,0.2336,60435.0,2100000.0,2.0,30.0,635.0,12.0,4.0,0.36,-4.0,0.1,0.0,0.5476190476190477,0.3453428571428571,2.0,0.0,1780000.0,salaried,business,0
2370000.0,24.0,0.2021,120866.0,2100000.0,2.0,30.0,635.0,12.0,4.0,0.36,-3.0,0.1,0.0,1.1285714285714286,0.6906628571428571,3.0,0.0,2930000.0,salaried,auto,0
3290000.0,36.0,0.1436,113021.0,2100000.0,2.0,30.0,635.0,12.0,4.0,0.36,2.0,0.1,0.0,1.5666666666666667,0.6458342857142857,4.0,0.0,5300000.0,salaried,personal,0
4530000.0,24.0,0.2349,238355.0,2100000.0,2.0,31.0,635.0,12.0,4.0,0.36,5.0,0.1,0.0,2.157142857142857,1.3620285714285714,5.0,0.0,8590000.0,salaried,personal,0
3300000.0,12.0,0.1567,298897.0,1750000.0,14.0,53.0,360.0,19.0,7.0,0.7,32.0,0.7,0.0,1.8857142857142857,2.0495794285714286,0.0,0.0,0.0,self_employed,auto,0
819957.0,36.0,0.1185,27176.0,1750000.0,14.0,54.0,360.0,19.0,7.0,0.7,37.0,0.7,0.0,0.46854685714285715,0.18634971428571429,1.0,0.0,3300000.0,self_employed,auto,0
1890000.0,24.0,0.1296,89819.0,2320000.0,14.0,46.0,435.0,2.0,7.0,0.61,123.0,0.89,0.0,0.8146551724137931,0.4645810344827586,0.0,0.0,0.0,self_employed,education,0
3970000.0,12.0,0.1977,367322.0,2600000.0,14.0,27.0,550.0,20.0,5.0,0.47,191.0,0.81,0.0,1.5269230769230768,1.6953323076923077,0.0,0.0,0.0,self_employed,home,0
3280000.0,12.0,0.2247,307732.0,1610000.0,1.0,53.0,560.0,11.0,4.0,0.41,215.0,0.32,0.0,2.0372670807453415,2.293654658385093,0.0,0.0,0.0,self_employed,personal,0
660000.0,24.0,0.1663,32515.0,1610000.0,1.0,54.0,560.0,11.0,4.0,0.41,226.0,0.32,0.0,0.40993788819875776,0.24234782608695654,1.0,0.0,3280000.0,self_employed,education,0
4160000.0,12.0,0.1519,375848.0,2269500.0,29.0,52.0,350.0,7.0,6.0,0.71,186.0,0.15,0.0,1.833002864066975,1.9872994051553206,0.0,0.0,0.0,self_employed,business,0
4700000.0,12.0,0.1272,419174.0,2269500.0,29.0,52.0,350.0,7.0,6.0,0.71,189.0,0.15,0.0,2.0709407358449,2.2163859881031063,1.0,0.0,4160000.0,self_employed,auto,0
3400000.0,12.0,0.1175,301688.0,2269500.0,29.0,53.0,350.0,7.0,6.0,0.71,190.0,0.15,0.0,1.4981273408239701,1.5951777924653008,2.0,0.0,8860000.0,self_employed,education,0
4565000000.0,36.0,0.112,149884978.0,1210000.0,0.0,43.0,,,,,,,1.0,3772.7272727272725,1486.4625917355372,0.0,0.0,0.0,self_employed,home,0
409937.0,24.0,0.2089,21043.0,2480000.0,6.0,47.0,,,,,,,1.0,0.16529717741935485,0.10182096774193548,0.0,0.0,0.0,self_employed,auto,0
540000.0,24.0,0.2184,27972.0,2480000.0,6.0,47.0,,,,,,,1.0,0.21774193548387097,0.1353483870967742,1.0,0.0,409937.0,self_employed,business,0
3640000.0,24.0,0.1341,173754.0,2480000.0,6.0,47.0,,,,,,,1.0,1.467741935483871,0.8407451612903226,2.0,0.0,949937.0,self_employed,business,0
3310000.0,36.0,0.1152,109182.0,2010000.0,19.0,42.0,675.0,19.0,2.0,0.25,76.0,0.5699991666666666,0.0,1.6467661691542288,0.6518328358208956,0.0,0.0,0.0,self_employed,business,0
4560000.0,24.0,0.1944,230839.0,2010000.0,19.0,44.0,675.0,19.0,2.0,0.25,93.0,0.5699991666666666,0.0,2.2686567164179103,1.3781432835820895,1.0,0.0,3310000.0,self_employed,home,0
2780000.0,36.0,0.1844,101118.0,2010000.0,19.0,44.0,675.0,19.0,2.0,0.25,96.0,0.5699991666666666,0.0,1.3830845771144278,0.6036895522388059,2.0,0.0,7870000.0,self_employed,personal,0
2650000.0,24.0,0.2064,135704.0,1394000.0,9.0,31.0,835.0,16.0,0.0,0.08,24.0,0.87,0.0,1.9010043041606888,1.168183644189383,0.0,0.0,0.0,self_employed,personal,0
3340000.0,36.0,0.205,124979.0,1394000.0,9.0,31.0,835.0,16.0,0.0,0.08,26.0,0.87,0.0,2.3959827833572453,1.0758593974175035,1.0,0.0,2650000.0,self_employed,auto,0
700000.0,36.0,0.1719,25023.0,1860000.0,28.0,41.0,835.0,6.0,0.0,0.09,190.0,0.48,0.0,0.3763440860215054,0.16143870967741936,0.0,0.0,0.0,salaried,home,0
1140000.0,24.0,0.2178,59017.0,1860000.0,28.0,41.0,835.0,6.0,0.0,0.09,194.0,0.48,0.0,0.6129032258064516,0.3807548387096774,1.0,0.0,700000.0,salaried,personal,0
340000.0,24.0,0.1213,16026.0,1860000.0,28.0,42.0,835.0,6.0,0.0,0.09,200.0,0.48,0.0,0.1827956989247312,0.10339354838709677,2.0,0.0,1840000.0,salaried,personal,0
810000.0,36.0,0.1096,26503.0,1620000.0,26.0,36.0,535.0,14.0,5.0,0.45,220.0,0.79,0.0,0.5,0.19631851851851853,0.0,0.0,0.0,self_employed,auto,0
380000.0,24.0,0.1167,17829.0,1620000.0,26.0,37.0,535.0,14.0,5.0,0.45,232.0,0.79,0.0,0.2345679012345679,0.13206666666666667,1.0,0.0,810000.0,self_employed,auto,0
2690000.0,24.0,0.1423,129447.0,380000.0,8.0,51.0,825.0,11.0,0.0,0.05,61.0,0.3,0.0,7.078947368421052,4.0878,0.0,0.0,0.0,salaried,home,0
3900000.0,36.0,0.2077,146473.0,2740000.0,19.0,36.0,485.0,19.0,6.0,0.55,199.0,0.51,0.0,1.4233576642335766,0.6414875912408758,0.0,0.0,0.0,salaried,home,0
2530000.0,36.0,0.1107,82913.0,1680000.0,18.0,47.0,760.0,14.0,0.0,0.16,8.0,0.26,0.0,1.505952380952381,0.5922357142857143,0.0,0.0,0.0,salaried,business,0
4780000.0,36.0,0.2095,179964.0,1680000.0,18.0,47.0,760.0,14.0,0.0,0.16,15.0,0.26,0.0,2.8452380952380953,1.2854571428571429,1.0,0.0,2530000.0,salaried,education,0
400000.0,24.0,0.1142,18721.0,1680000.0,18.0,47.0,760.0,14.0,0.0,0.16,17.0,0.26,0.0,0.23809523809523808,0.13372142857142857,2.0,0.0,7310000.0,salaried,education,0
2930000.0,36.0,0.1138,96453.0,1680000.0,18.0,48.0,760.0,14.0,0.0,0.16,23.0,0.26,0.0,1.744047619047619,0.68895,3.0,0.0,7710000.0,salaried,personal,0
